Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Vertigo Impex Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),32.5,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srinivasa Sales & Service Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),31.81,1,20.0,Other,ICRA | BRICKWORK,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Mani Export Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),31.24,1,20.0,Logistics,IND-RA | ACUITE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Alfa Flexitubes Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),31.0,1,20.0,Steel & Metals,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Aries Corporate Services Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),31.0,1,20.0,Other,CARE | BRICKWORK,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Mandar Health & Hygiene Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),30.5,1,20.0,Healthcare,IND-RA | ICRA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Welcome Distilleries Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),30.4,1,20.0,Other,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sarvani Tradelink Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),30.0,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Element Chemilink Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),29.58,1,20.0,Chemicals/Pharma,IND-RA | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Turbovent Industries Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),29.18,1,20.0,Manufacturing,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Syndicate Wiper Systems Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),29.0,1,20.0,Other,CARE | CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kiara Jewellery Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),28.0,1,20.0,Jewellery/Gems,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Yamuna Cable Accessories Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),27.33,1,20.0,Infrastructure,ACUITE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Relemac Technologies Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),27.12,1,20.0,IT/Technology,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Gem Motors (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),26.78,1,20.0,Automobiles,CARE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sagar Metallics Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),26.37,1,20.0,Steel & Metals,IND-RA | CARE,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Rawalwasia Textile Inds. Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),26.0,1,20.0,Textiles,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Yash Exports (India) Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),25.86,1,20.0,Other,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Andhra Polymers Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),25.4,1,20.0,Chemicals & Pharma,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Shree Bharka (India) Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),25.0,1,20.0,Other,ACUITE | IND-RA,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
U D Solution Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),25.0,1,20.0,Other,IND-RA | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Camex Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),24.5,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Homera Tanning Inds. Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),24.36,1,20.0,Other,CRISIL | ICRA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Keya Foods Intl. Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),24.02,1,20.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
M J Gold Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),24.0,1,20.0,Jewellery/Gems,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Rydak Syndicate Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),24.0,1,20.0,Other,ACUITE | IND-RA,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Turbhe Chemicals Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),23.89,1,20.0,Chemicals/Pharma,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Smita Steels Rolling Mills Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),23.61,1,20.0,Steel & Metals,CRISIL | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kashi Kanchan Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),23.0,1,20.0,Other,CRISIL | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Gansons Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),23.0,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrikishan & Co. Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),23.0,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunrise Timply Co. Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),23.0,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Milando Fashions Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),22.880000000000003,1,20.0,Textiles,BRICKWORK | IND-RA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
S C T Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),22.0,1,20.0,Other,CRISIL | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
V R G Industries Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),22.0,1,20.0,Manufacturing,ACUITE | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
B E Contracts Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),21.65,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Abhiraj Engicon Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),21.39,1,20.0,Other,BRICKWORK | IND-RA | CARE,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Sikko Industries Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),21.0,1,20.0,Manufacturing,IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Uni-Tech Automation Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),21.0,1,20.0,Manufacturing,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mercury Industries Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),20.5,1,20.0,Manufacturing,IND-RA | CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Para Products Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),20.0,1,20.0,Manufacturing,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Rhino Lux Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),20.0,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Clavecon ( India) Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),19.78,1,20.0,Other,CRISIL | IND-RA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Praveen Aroma Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),19.5,1,20.0,Other,IND-RA | CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Multifilms Plastics Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),19.31,1,20.0,Chemicals & Pharma,IND-RA | CARE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Kaizen Cold Formed Steel Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),19.14,1,20.0,Steel & Metals,IND-RA | CARE,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
M B R Flexibles Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),18.98,1,20.0,Other,ICRA | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
A S Moloobhoy Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),18.0,1,20.0,Other,ICRA,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Swapna Printing Works Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),18.0,1,20.0,Steel & Metals,CRISIL | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Aries Corporate Services Pvt. Ltd.,DUAL-QUARTER (B),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),18.0,1,20.0,Other,,Q1 2027 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
K7 Computing Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),18.0,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jayesh Industries Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),17.64,1,20.0,Manufacturing,CRISIL | BRICKWORK,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Machine Tools (India) Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),17.0,1,20.0,Manufacturing,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Srinivas Infrastructure Pvt. Ltd.,Q1 CONSTRUCTION (C),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),17.0,1,20.0,Construction,IND-RA,Q1 2027,1,HOT,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mor Alloys Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),16.55,1,20.0,Steel & Metals,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Classic Enterprises Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),15.11,1,20.0,Other,CARE | ICRA,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sidwin Fabric Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),15.06,1,20.0,Textiles,ICRA | CRISIL,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
S V R Laboratories Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),15.049999999999999,1,20.0,Healthcare,ICRA | CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Rajdhani Crafts Inds. Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),15.0,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Weener Empire Plastics Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),15.0,1,20.0,Chemicals/Pharma,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Malwa Automotives Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),14.97,1,20.0,Automobiles,IND-RA | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Sri Vaishnavi Spintex (India) Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),14.83,1,20.0,Other,ICRA | IND-RA,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Gupta Hair Products Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),14.75,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jai Gears Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),14.0,1,20.0,Other,CARE | CRISIL,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
M D A Mineral Dhatu (A P) Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),13.5,1,20.0,Mining & Minerals,ICRA | IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
B D Security Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),13.05,1,20.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ribbel International Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),12.85,1,20.0,Other,IND-RA | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Purvanchal Construction Works Pvt. Ltd.,Q1 CONSTRUCTION (C),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),12.3,1,20.0,Construction,CARE,Q1 2027,1,HOT,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ananya Engineering Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),12.13,1,20.0,Manufacturing,CARE | BRICKWORK,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Gypsum Structural India Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),12.0,1,20.0,Other,IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Utility Forms Pvt. Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),12.0,1,20.0,Other,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
K M K Global Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),11.8,1,20.0,Other,IND-RA | CRISIL,October 2026,1,TIER 2 — Dual-agency (2 raters),Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Anubhav Plast Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),11.5,1,20.0,Other,CRISIL | IND-RA,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Adachi Natural Polymer Ltd.,MULTI-WINDOW (A),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),11.49,1,20.0,Chemicals & Pharma,CRISIL | CARE,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mahakali Ispat Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),11.3,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kuna Impex Pvt. Ltd.,GHOST HOT (D),TIER 1 — Senior RM,Aug Wk1 (Aug 3-7),11.25,1,20.0,Other,IND-RA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
