Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Curetech Formulations Pvt. Ltd.,BRICKWORK,Term loans,C,2025-01-07,HIGH,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shree Pushkar Chemicals & Fertilisers Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1,2025-01-07,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Magnam Netlink Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-01-07,HIGH,Chemicals,Active,Initial Rating,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Nestor Pharmaceuticals Ltd.,ACUITE,Letter Of credit,A 3,2025-01-07,HIGH,Pharma/Biotech,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shilpa Pharma Lifesciences Ltd.,IND-RA,Term loans,A+,2025-01-07,HIGH,Pharma/Biotech,Active,Initial Rating,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Indo Swiss Chemicals Ltd.,CRISIL,Fund based financial facility/instrument,A,2025-01-07,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Interpack Polymers Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (Assigned),2025-01-02,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
P.K. Pharmatech Private Limited,Infomerics,Short Term Fund Based Limits- BG/LC,IVR A4 (INC) (Reaffirmed),2025-01-01,HIGH,Pharma/Biotech,INC,Nil,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Styrax Pharma Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Assigned),2025-01-01,HIGH,Pharma/Biotech,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Zigma Chemicals,Infomerics,Long Term Bank Facilities,IVR B+ (Assigned),2024-12-18,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Agribiotech Industries Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Assigned),2024-12-18,HIGH,Pharma/Biotech,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Pink City Fincap Private Limited,Infomerics,Long Term Fund Based Bank Facilities - Term Loan,IVR BBB- (Assigned),2024-12-18,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Agroh Diu Link Highways Private Limited,Infomerics,Long Term Bank Facilities,IVR A+ (Reaffirmed),2024-12-11,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Gulf Petrochem India Private Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2024-07-16,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Lyrus Life Sciences Private Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2024-07-11,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Bliss GVS Pharma Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2024-06-26,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Primecare Pharma Private Limited,Infomerics,Long Term Fund Based Facility - CC (Proposed),Withdrawn,2024-02-16,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Shri Ganpati Fertilizers Limited (SGFL),Infomerics,Short Term Non-Fund Based Bank Facility - Pre Settlement Risk (PSR),IVR A2+ (Reaffirmed and Withdrawn),2024-01-01,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Universal Petro Chemicals Limited,Infomerics,Short Term Non-Fund Based Bank Facilities - Bank Guarantee,Withdrawn,2023-09-21,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Vishnu Chemicals Limited (VCL),Infomerics,Short term Bank Facilities - LC/BGs,IVR A4+ (INC)(Withdrawn),2023-05-03,HIGH,Chemicals,INC,Nil,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
K. D. Liquor & Fertilizer Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed and withdrawn),2023-01-27,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
JPB Chemical Industries Private Limited,Infomerics,Long Term Fund Based Facility - Cash Credit,Withdrawn,2022-05-30,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Gulf Petrochem FZC,Infomerics,Issuer Rating,IVR BB [Is](Withdrawn),2020-09-09,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Vyoman Tradelink India Pvt. Ltd,Infomerics,Bank Loan Facility,IVR BBB- (Withdrawn),2019-12-27,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
MJ Pharmaceuticals Private Limited,Infomerics,Commercial Paper,IVR A1+ (CE) (Withdrawn),2019-10-12,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Haldia Petrochemicals Limited,Infomerics,Commercial Paper,IVR A1+ (Withdrawn),2019-01-11,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Himadri Speciality Chemical Limited,Infomerics,Commercial Paper,IVR A1+ (Withdrawn),2018-05-09,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Ashoka Distillers & Chemicals Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ashoka Distillers & Chemicals Pvt. Ltd.,ICRA,Non-government debt,B+/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Asolution Pharmaceuticals Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Aspiro Pharma Ltd.,CARE,Term loans,A,,UNKNOWN,Pharma/Biotech,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Assorted Plastics Pvt. Ltd.,ICRA,Non-government debt,B+/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Astralis Pharmacy Pvt. Ltd.,IND-RA,Term loans,BB-,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Auro Impex & Chemicals Ltd.,CARE,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Aurore Life Sciences Pvt. Ltd.,ICRA,Fund based financial facility/instrument,A 4,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Avesta Pharma Pvt. Ltd.,ICRA,Bank Guarantee,A 3+,,UNKNOWN,Pharma/Biotech,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Axxelent Pharma Science Pvt. Ltd.,CARE,Non-government debt,BBB-/A3,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
B A S P Chemical Products Ltd.,BRICKWORK,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
B E C Fertilizers Ltd.,CARE,Term loans,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
B L J Resources & Chemicals Pvt. Ltd.,CRISIL,Term loans,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
B Roshanlal Chemicals Pvt. Ltd.,CRISIL,Letter Of credit,A 3,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bafna Pharmaceuticals Ltd.,ICRA,Letter Of credit,A 4+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bagga Link Motors Ltd.,ICRA,Fund based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Bagori Polymers Pvt. Ltd.,IND-RA,Term loans,B-,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Balaji Speciality Chemicals Ltd.,CARE,Non-government debt,A/A1,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Banglore Polymers Pvt. Ltd.,CARE,Non-government debt,C/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Banglore Polymers Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Berger Paints India Ltd.,CRISIL,Fund based financial facility/instrument,AAA,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Besto Tradelink Ltd.,BRICKWORK,Letter Of credit,D,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Bharat Biotech Intl. Ltd.,ICRA,Non-government debt,AA/A1+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bhimani Chemicals Pvt. Ltd.,CARE,Non-government debt,BBB-/A3,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bio-Pharma Laboratories Pvt. Ltd.,IND-RA,Non-government debt,BBB-,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Biogenetic Drugs Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B+,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Bioplus Life Sciences Pvt. Ltd.,CRISIL,Long term Loans,BBB,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Blue Ocean Biotech Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Bodal Chemicals Ltd.,IND-RA,Non-fund based working capital limit,A 2,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bony Polymers Pvt. Ltd.,CRISIL,Term loans,A-,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Brahmaputra Cracker & Polymer Ltd.,ACUITE,Long term Loans,AA+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Brilliant Polymers Pvt. Ltd.,CARE,Non-government debt,A/A2+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Broadway Links Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bsv Pharma Pvt. Ltd. [Merged],CRISIL,Term loans,AA,,UNKNOWN,Pharma/Biotech,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Buildtek Polymers Pvt. Ltd.,CRISIL,Term loans,B,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
C J S Specialty Chemicals Pvt. Ltd.,CRISIL,Letter Of credit,A 2+,,UNKNOWN,Chemicals,Active,Rating Watch,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
C J S Specialty Chemicals Pvt. Ltd.,ACUITE,Letter Of credit,A 1,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Cadiz Pharmaceuticals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Capricoating Solutions Pvt. Ltd.,CARE,Non-government debt,BBB/A3+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Catasynth Speciality Chemicals Pvt. Ltd.,IND-RA,Term loans,BBB,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Cavinkare Pvt. Ltd.,CRISIL,Letter Of credit,A+,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Celebrity Life Sciences Pvt. Ltd.,ACUITE,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Cennet Biopharma Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Ceyenar Chemicals Pvt. Ltd.,CARE,Bank Guarantee,A 3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Chambal Fertilisers & Chemicals Ltd.,CRISIL,Long term Loans,AA+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Chandra Bhagat Pharma Ltd.,CARE,Bank Guarantee,D,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Chemfab Alkalis Ltd.,IND-RA,Non-government debt,BBB+/A2,,UNKNOWN,Chemicals,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Chemical Process Equipments Pvt. Ltd.,CARE,Bank Guarantee,A 4+,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Chemspec Chemicals Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Choksey Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Chowgule Construction Chemicals Pvt. Ltd.,ICRA,Non-government debt,BB-/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Chromachemie Laboratory Pvt. Ltd.,ICRA,Bank Guarantee,A 2,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Chromachemie Laboratory Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Coastal Chemical Co. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Coastal Chemical Co. Pvt. Ltd.,CARE,Non-government debt,BBB-/A3,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Coatings & Coatings (India) Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Coatings & Coatings (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Concord Biotech Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Concord Drugs Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Corvine Chemicals & Pharmaceuticals Pvt. Ltd.,CRISIL,Letter Of credit,A 3+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Criyagen Agri & Biotech Pvt. Ltd.,IND-RA,Term loans,BB-,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Criyagen Agri & Biotech Pvt. Ltd.,CRISIL,Term loans,B,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Crop Chemicals India Ltd.,CRISIL,Fund based financial facility/instrument,BBB,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Crux Biotech India Pvt. Ltd.,CARE,Bank Guarantee,A 3,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Cuttack Resins Pvt. Ltd.,IND-RA,Term loans,B-,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Cytech Coatings Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
D R Coats Ink & Resins Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Darshana Solvent Extraction Pvt. Ltd.,BRICKWORK,Term loans,C,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Deccan Fine Chemicals (India) Pvt. Ltd.,CRISIL,Long term Loans,AA,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Deejay Plastics Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,CRISIL,Fund based financial facility/instrument,AA-,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,ICRA,Non-government debt,AA-/A1+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Delexcel Pharma Pvt. Ltd.,IND-RA,Term loans,D,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Devendran Plastic Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Dhanuka Biotech Pvt. Ltd.,CRISIL,Term loans,A-,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Dhara Petrochemicals Pvt. Ltd. [Merged],IND-RA,Non-government debt,B-/A4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Dharani Sugars & Chemicals Ltd.,CARE,Bank Guarantee,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Diach Chemicals & Pigments Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Dighvijay Plastics & Allied Products Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Diligent Pinkcity Center Pvt. Ltd.,CARE,Non-government debt,BB+/A4+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Dinkar Realcon Pvt. Ltd.,CARE,Term loans,BB+,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
