Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Hotel Harimangala Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Withdrawn,2026-02-26,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Icon Hospitality Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB-,Reaffirmed,2026-03-10,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
India Tourism Devp. Corpn. Ltd.,CARE,1,CARE,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A 1+,Reaffirmed,2025-12-18,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
K A Hospitality Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A-,Initial Rating,2026-01-28,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Khanna Hotel Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB+,Reaffirmed,2026-03-10,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Lalit Great Eastern Kolkata Hotel Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A,Upgraded,2026-03-16,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Mumbai Travel Retail Ltd.,IND-RA,1,IND-RA,Letter Of credit | Non-government debt | Term loans,Non-government debt,A+/A1+,Initial Rating,2026-03-11,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Nrv Hospitality Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BB+,Initial Rating,2026-03-10,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Pallazzio Hotels & Leisure Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,AA-,Upgraded,2026-02-18,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Restaurant Brands Asia Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Fund based financial facility/instrument,A-,Reaffirmed,2026-03-31,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Riya Travel & Tours (India) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Downgraded,2026-04-21,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sarga Hotel Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans | Term loans,Long term Loans,A-,Initial Rating,2026-04-24,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Tulsi Palace Resort Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,AA,Initial Rating,2026-04-08,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Varun Hospitality Pvt. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,BBB/A3+,Reaffirmed,2026-04-10,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Waterways Leisure Tourism Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans,Long term Loans,BBB+,Reaffirmed,2026-03-09,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Andhra Pradesh Tourism Development Corporation Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Downgraded),,2025-12-16,LOW,1,NO,Hotels/Tourism,Infomerics,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Corporate Leisure & Property Developments Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities â€“ Lease Rental Discounting | Long Term Bank Facilities â€“ Proposed Term Loan | Long Term Bank Facilities â€“ Term Loan,Long Term Bank Facilities â€“ Proposed Term Loan,IVR BB+ (Upgraded),,2025-12-16,LOW,1,NO,Hotels/Tourism,Infomerics,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ishika Resorts & Hospitality LLP,Infomerics,1,Infomerics,Long Term Facilities,Long Term Facilities,IVR BB+ (Assigned),,2026-02-10,LOW,1,NO,Hotels/Tourism,Infomerics,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Caspia Hotels Pvt. Ltd.,CARE | ICRA,2,ICRA,Bank Guarantee | Term loans,Term loans,A+,Upgraded,2026-03-31,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Fleur Hotels Ltd.,CRISIL | ICRA,2,CRISIL,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Term loans,A+,Rating Watch,2026-04-20,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Indian Hotels Co. Ltd.,CARE | ICRA,2,ICRA,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,A 1+,Reaffirmed,2026-02-20,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Lemon Tree Hotels Ltd.,CRISIL | ICRA,2,CRISIL,Long term Loans | Non-government debt | Term loans,Long term Loans,A+,Rating Watch,2026-04-20,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Orange County Resorts & Hotels Ltd.,CARE | ICRA,2,CARE,Bank Guarantee | Non-government debt | Term loans,Term loans,A-,Reaffirmed,2026-03-31,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Oriental Hotels Ltd.,CARE | ICRA,2,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Fund based financial facility/instrument,AA-,Upgraded,2026-03-03,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Piccadily Hotels Pvt. Ltd.,CARE | Infomerics,2,CARE,Term loans,Term loans,BBB+,Upgraded,2026-03-16,LOW,2,NO,Hotels/Tourism,Both,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Samhi Hotels (Ahmedabad) Pvt. Ltd.,CARE | ICRA,2,ICRA,Term loans,Term loans,A,Withdrawn,2026-01-13,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Samhi Hotels Ltd.,CARE | ICRA,2,CARE,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,A+/A1,Initial Rating,2026-04-10,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Argon Hotels Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,A+/A1,Initial Rating,2026-04-10,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Ascent Hotels Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Upgraded,2026-03-31,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Barque Hotels Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,A+/A1,Initial Rating,2026-04-10,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Bharat Hotels Ltd.,CARE,1,CARE,Term loans,Term loans,A+,Initial Rating,2026-03-11,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Canary Hotels Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Rating Watch,2026-01-20,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Ceebros Hotels Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A-,Upgraded,2026-02-05,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Citymax Hotels India Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BBB+,Reaffirmed,2026-03-05,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Della Adventure & Resorts Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BBB-,Reaffirmed,2026-04-02,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Dyumat Hotels Ltd.,CARE,1,CARE,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A,Reaffirmed,2026-04-09,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Eros Resorts & Hotels Pvt. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,BBB-/A3,Initial Rating,2026-03-30,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Ferani Hotels Pvt. Ltd.,CARE,1,CARE,Fund based financial facility/instrument,Fund based financial facility/instrument,BBB,Reaffirmed,2026-03-30,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Fomento Resorts & Hotels Ltd.,CARE,1,CARE,Term loans,Term loans,A-,Upgraded,2026-03-31,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Gera Resorts Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,AA,Initial Rating,2025-12-31,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Goldfinch Resorts Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Bank Guarantee,BBB+,Upgraded,2026-02-27,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Green Woods Palaces & Resorts Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A-,Withdrawn,2026-03-23,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Gujarat J H M Hotels Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Term loans,A-,Upgraded,2026-01-07,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Hyacinth Hotels Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Rating Watch,2026-01-20,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Inovoa Hotels & Resorts Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Rating Watch,2026-01-20,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Iora Hotels Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Term loans,A+,Rating Watch,2026-04-20,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Ishaan Clubs & Hotels Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A,Initial Rating,2026-04-15,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Itc Hotels Ltd. [Merged],CRISIL,1,CRISIL,Long term Loans | Short-term loan,Long term Loans,AAA,Reaffirmed,2026-04-01,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Jalan Inter Continental Hotels Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans | Term loans,Long term Loans,A-,Reaffirmed,2026-04-24,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Jindal Hotels Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BB+,Downgraded,2026-01-05,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Kujjal Hotels Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A,Upgraded,2026-03-16,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Leela Palaces Hotels & Resorts Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,AA,Withdrawn,2026-04-08,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Pacifica Hotels India Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 2,Reaffirmed,2026-02-17,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Pai Vaibhav Hotels (India) Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BB,Reaffirmed,2026-02-03,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Palm Grove Beach Hotels Pvt. Ltd.,CARE,1,CARE,Fund based financial facility/instrument,Fund based financial facility/instrument,BBB+,Reaffirmed,2026-03-30,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Prestige Garden Resorts Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+(CE),Reaffirmed,2026-04-07,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Ronil Hotels & Resorts Pvt. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,BB/A4,Initial Rating,2026-02-13,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Sai Chakra Hotels Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A+(CE),Withdrawn,2026-03-20,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Samhi Hotels (Gurgaon) Pvt. Ltd.,ICRA,1,ICRA,Bank Guarantee | Term loans,Term loans,A+,Upgraded,2026-03-31,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Sayaji Hotels Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB+,Reaffirmed,2026-03-30,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Seabird Resorts Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A-,Reaffirmed,2026-03-31,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
T G B Banquets & Hotels Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,B+,Reaffirmed,2026-03-06,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Taj G V K Hotels & Resorts Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A+,Upgraded,2025-12-23,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Vatika Hotels Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans,Long term Loans,BBB,Initial Rating,2025-12-23,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
Viceroy Hotels Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Bank Guarantee,A 3+,Initial Rating,2026-04-16,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Tourism sector — ACER SME-friendly pricing and faster turnaround
