Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Tulasi Seeds Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Withdrawn,2025-07-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vaishnavi Food Products Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-07-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vasmo Agro Nutri Product Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2025-10-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vinay Poultry Farm Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B-,Reaffirmed,2025-10-30,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vinoth Feeds & Poultry Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-08-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Warana Dairy & Agro Inds. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,D,Reaffirmed,2025-10-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Yogeshwari Sugar Inds. Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2025-07-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Zippy Edible Products Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B+,Reaffirmed,2025-07-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
AL Noor Agri Fresh Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B- (INC)(Downgraded),,2025-12-08,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
ALM Food Products Limited,Long Term/Short Term Facilities,Long Term/Short Term Facilities,Infomerics,Infomerics,1,IVR BB/IVR A4; (INC)(Downgraded),,2025-09-29,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Algon Agro Foods,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B- (INC)(Downgraded),,2025-10-16,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Fable Food Products Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (INC) (Downgraded),,2025-11-28,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Indreshwar Sugar Mills Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR B- (INC)(Downgraded),,2025-10-28,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jagruti Sugar & Allied Industries Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (INC)(Downgraded),,2025-09-22,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jain Agro Industries,Long Term Bank Facility,Long Term Bank Facility,Infomerics,Infomerics,1,IVR B+ (INC)(Downgraded),,2025-07-04,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Lands Mill Agro Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (INC)(Downgraded),,2025-08-08,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
MM Aqua Technologies Limited,Long Term Facilities | Short Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR C+ (INC) (Downgraded),,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Prashanth Poultry Private Limited,Long Term Bank Facilities | Proposed Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B+ (INC)(Downgraded),,2025-09-01,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Royale Agro Processing Industries,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B+ (INC)(Downgraded),,2025-09-02,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sakthi Poultry Private Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB (INC) (Downgraded),,2025-12-05,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shree Balajee Agro Mills Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR C+ (INC)(Downgraded),,2025-07-22,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sri Vasave Kanyaka Parameshwari Rice Mills Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (INC)(Downgraded),,2025-11-06,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Brindavan Agro Inds. Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,A,Upgraded,2025-06-04,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Capricorn Food Products India Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BBB-,Initial Rating,2025-05-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
E T C Agro Processing (India) Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,BBB-,Reaffirmed,2025-05-20,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Enrich Agro Food Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,A,Reaffirmed,2025-05-09,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Kaveri Agro Inds. Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BB,Downgraded,2025-05-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Parag Agro Foods & Allied Products Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BB+,Reaffirmed,2025-05-22,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Parakh Agro Inds. Ltd.,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,CARE,CARE,1,A 3,Withdrawn,2025-05-30,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
S P Y Agro Inds. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,D,Withdrawn,2025-06-02,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Saj Food Products Pvt. Ltd.,Non-government debt,Non-government debt,ICRA,ICRA,1,AA-/A1+,Reaffirmed,2025-05-30,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sarda Dairy & Food Products Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4+,Reaffirmed,2025-06-13,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sri Varsha Food Products India Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,ACUITE,ACUITE,1,A 3,Reaffirmed,2025-06-13,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ugar Sugar Works Ltd.,Term loans,Term loans,CARE,CARE,1,BB+,Downgraded,2025-05-21,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
V N R Seeds Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,A-,Upgraded,2025-05-27,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
A1 Agri Global Limited (erstwhile A1 Agri Global Private Limited),Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BBB,,2025-02-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
AB Grain Spirits Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Upgraded),,2025-02-24,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Aayog Agro Private Limited,Long-Term Bank Facility | Short-Term Bank Facility,Long-Term Bank Facility,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-02-05,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Adarsh Rice Mill,Long Term Facilities | Proposed Long Term Facilities | Short Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB (Assigned),,2025-05-23,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ananda Protein Limited (Erstwhile Pyaar Dulaar Dairy Limited),Long Term/ Short Bank Facilities (Proposed) | Short Term Bank Facilities,Long Term/ Short Bank Facilities (Proposed),Infomerics,Infomerics,1,Withdrawn,,2025-01-31,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Annur SS Agro Foods Private Limited (AAFPL),Long Term Bank Facilities | Long Term Bank Facility - WCDL,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (Reaffirmed),,2025-03-04,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
B. P. Food Products Private Limited (BPFPPL),Long Term Fund Based Bank Facilities | Long Term Fund Based Bank Facilities - Proposed,Long Term Fund Based Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Reaffirmed & Withdrawn),,2023-09-29,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Bambino Agro Industries Limited,Long Term Bank Facilities- Cash Credit | Long Term Bank Facilities- GECL | Long Term Bank Facilities- Term Loan/ Drop Line Overdraft (DOD) | Long Term Bank Facilities- WCDL,Long Term Bank Facilities- Term Loan/ Drop Line Overdraft (DOD),Infomerics,Infomerics,1,IVR BBB- (Upgraded),,2025-03-05,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Bhat Agro Industries,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB- (Assigned),,2025-05-01,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Bija Agrifresh Private Limited (Earlier: Bija Poultry Farm Private Limited),Long Term Bank Facilities- Cash Credit | Long Term Bank Facilities- Term Loan,Long Term Bank Facilities- Term Loan,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-06-03,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Core Green Sugar and Fuels Private Limited,-,-,Infomerics,Infomerics,1,Withdrawn,,2023-11-15,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Cremica Food Industries Limited (CFIL),Long Term Facilities | Short Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BBB (Upgraded),,2025-05-16,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Eco Cane Sugar Energy Limited,Long Term Fund Based Bank Facilities - Cash  Credit (Warehousing  Receipt) | Long Term Fund Based Bank Facilities - Term  Loans | Proposed Short Term  Bank Facilities - Bill  Discounting,Long Term Fund Based Bank Facilities - Term  Loans,Infomerics,Infomerics,1,IVR D (Reaffirmed & Withdrawn),,2022-03-07,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-05-29,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Ganga Roller Flour Mills Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Reaffirmed),,2025-05-13,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Goyal Agro Foods,Long Term Bank Facilities | Long term/ Short Term Bank Facilities (Proposed),Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (Assigned),,2025-06-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Goyal Agro Industries Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB- (Assigned),,2025-04-02,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
HMV Rice Industries,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (Assigned),,2025-04-21,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
HRMM Agro Overseas Private Limited,Long Term Bank Facility | Short Term Bank Facilities,Long Term Bank Facility,Infomerics,Infomerics,1,IVR BBB (Upgraded),,2025-05-29,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Harman Cottex & Seeds Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Assigned),,2025-03-11,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Highland Agro Food Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB-,,2025-04-03,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Himalayan Agri Solutions Private Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB- (Assigned),,2025-03-28,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Hindustan Mint and Agro Products Private Limited,Long Term Facilities | Short Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-04-03,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
JSR Grain Energy Private Limited,Long Term Bank Facilities | Short Term Bank Facility,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-04-23,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Jain Farm Fresh Foods Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-04-02,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
K K Agro Trade Ventures Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-02-20,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
KMC Grain Milling and Processing Unit LLP,Long Term Facilities | Short Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-02-18,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
KVG Agro Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-02-20,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Kasturi Poultry Farms,Long Term Bank Facilities | Long/Short Term Bank Facilities (Proposed),Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Reaffirmed and Withdrawn),,2023-01-03,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
LNSK Green House Agro Products LLP,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-03-27,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Madhya Bharat Agro Products Limited (MBAPL),Long Term Fund Based Bank Facility - Cash Credit | Long Term Fund Based Bank Facility - GECL | Long Term Fund Based Bank Facility - Term Loan | Short Term Non -Fund Based Bank Facility - LER (Loan Equivalent Risk) | Short Term Non -Fund Based Bank Facility - Letter of Credit,Long Term Fund Based Bank Facility - Term Loan,Infomerics,Infomerics,1,IVR A- (Reaffirmed and Withdrawn),,2024-01-01,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Mash Agro Foods Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR A- (Reaffirmed),,2025-05-27,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
NC Rice Foods Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (Assigned),,2025-03-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Patel Agri Industries Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB+ (Upgraded),,2025-05-20,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Piccadily Agro Industries Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR A- (Upgraded),,2025-02-25,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Rajam Food Industries,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB- (Reaffirmed),,2025-04-25,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Real Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - Term Loan | Short Term Bank Facilities - Pledge Loan,Long Term Bank Facilities - Term Loan,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-05-29,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
