Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Sugna Sponge & Power Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"December 2, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Swaraj Green Power and Fuel Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"September 26, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Swastik Energy and Mineral Beneficiation Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"December 9, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Teq Green Power XVIII Private Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Assigned),"July 2, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Topsun Energy Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),"August 21, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Vikas Metaliks and Energy Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"August 4, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Visag Biofuels Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"August 11, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Vishvas Power Engineering Services Private Limited,Long Term Bank Facility,Infomerics,IVR BBB (Reaffirmed),"November 13, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Vishwa Samudra Bio Energy Private Limited,Long Term Bank Facility,Infomerics,IVR BBB- (Reaffirmed),"December 16, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Viviid Renewables Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"November 12, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
West Bengal State Electricity Transmission Company Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR A+ (Reaffirmed),"September 25, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Windlass Engineers and Services Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"October 14, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Adhunik Energy Solutions Private Limited,Long Term / Short term Bank Facilities,Infomerics,IVR C-/IVR A4; (INC)(Downgraded/Reaffirmed),"August 4, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Capital Power Systems Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"September 16, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Creaative Powertech Private Limited,Long Term Fund Based Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"August 29, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Eswari Electricals Private Limited,Short Term Bank Facility,Infomerics,IVR A4 (INC)(Reaffirmed),"August 19, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Khaitan Winding Wire Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"September 15, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Laxmi Solar Power Systems Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),"September 22, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Mitsumi Distribution FZCO,Issuer Rating,Infomerics,IVR B (INC)(Downgraded),"July 9, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Neccon Power and Infra Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Downgraded),"June 24, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Nilachal Iron & Power Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"July 30, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Posco-Poggenamp Electrical Steel Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"November 7, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
SSNR Power Private Limited,Long Term Facilities,Infomerics,IVR BB (INC)(Downgraded),"November 20, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
SVR Electricals Private Limited,Proposed Long Term Fund Based Bank Facility - Cash Credit,Infomerics,IVR C (INC) (Downgraded),"December 2, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
San Energy and Solution,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),"August 4, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Satkartar Electricals and Electronics Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"November 18, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Shivalik Distribution Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"August 14, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Shreesatya Sponge & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"November 26, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Shreesatya Steel & Power Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"November 26, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Sri Savitr Solar Private Limited,Long Term Facilities,Infomerics,IVR B (INC) (Downgraded),"December 9, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Urjankur Shree Tatyasaheb Kore Warana Power Company Limited (USTKWPCL),Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"August 19, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Worlds Window Impex India Private Limited,Long Term Fund Based Bank Facilities - Cash Credit,Infomerics,IVR D (INC) (Reaffirmed),"November 4, 2025",MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC). Infomerics losing grip — ACER can step in now.,"Infomerics INC, approaching renewal. ACER alternative pitch.",Infomerics
Akanksha Power and Infrastructure Limited (APIL),Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"April 4, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Arrow Powertech Private Limited,Proposed Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"February 3, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Chaitanya Energy Private Limited,Short Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 10, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Everrenew Energy Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"May 26, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
G M Sugar and Energy Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"February 14, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Hind Energy Coal and Benefication (India) Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Reaffirmed and Withdrawn),"June 2, 2023",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Intergen Energy Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"March 26, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
N.R. Ispat & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"April 29, 2022",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Oplus Steel & Power Private Limited (erstwhile Known as Swati Concast & Power Private Limited),Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 2, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Paawan Energy India Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
R. S. Infra Transmission Limited,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"May 20, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
RBP Energy (India) Private Limited,Proposed Short Term Bank Facility,Infomerics,IVR A4+ (INC)(Downgraded),"May 21, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
SKA Steel & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Reaffirmed & Withdrawn),"May 30, 2023",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Svarog Global Power Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"January 2, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Uttamenergy Limited (UEL),Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"January 22, 2024",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Worlds Window Wardha Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 27, 2025",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Zodiac Energy Limited,Short Term Non Fund based Facilities - Bank Guarantee,Infomerics,IVR A4 (INC)(Reaffirmed and Withdrawn),"September 25, 2023",HIGH,True,ULTRA HOT,Energy / Power / Renewables,Unknown,Rating lapsed + INC: no active rater. ACER offers 15-day turnaround in energy/power sector.,Infomerics INC + overdue: rescue rating needed. ACER 15-day turnaround.,Infomerics
Assam Electronics Development Corporation Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),"January 28, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Cimechel Electric Private Limited,Long Term Facilities,Infomerics,IVR BB (INC) (Downgraded),"February 3, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Dayal Energy & Protein Private Limited,Short Term Instruments /Facilities,Infomerics,IVR A4 (INC) (Downgraded),"January 30, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Global Powersource (India) Private Limited,Long Term Bank Facility,Infomerics,IVR D (INC)(Reaffirmed),"February 10, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Gupta Power Infrastructure Limited,Short Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),"January 14, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Hartek Power Private Limited,Long Term Facilities,Infomerics,IVR BB+ (INC)(Withdrawn),"January 13, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Madhya Pradesh Power Generating Company Limited,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),"December 31, 2025",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Panesar Steel & Power Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC) (Downgraded),"January 29, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Power Engineering (India) Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Downgraded),"January 16, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Raigarh Ispat & Power Private Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR BB/ IVR A4; INC; (Downgraded),"January 9, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Sun N Wind Infra Energy Private Limited,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),"December 19, 2025",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
Worlds Window Infrastructure and Logistics Private Limited,Long Term Fund Based Limits â€“ Term Loan,Infomerics,IVR D (INC) (Reaffirmed),"January 1, 2026",LOW,True,WARM,Energy / Power / Renewables,Unknown,INC status — currently not cooperating with Infomerics. ACER fresh-start pitch.,Infomerics INC. ACER fresh-start opportunity.,Infomerics
