Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
R. R. Industrial Corporation (I) Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"February 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ganesh Vishal Infra Engineering Private Limited,Long Term Bank Facilities - Term Loans,Infomerics,IVR BB (Assigned),"February 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shailaja Food and Agro Industries Private Limited,Long Term Facilities,Infomerics,IVR BB- (Assigned),"February 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Adsun Electronics Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"February 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Hydrise Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"February 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
DCG Cables & Wires Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
DCG Cables & Wires Limited,Short Term Facilities,Infomerics,IVR A3 (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
DCG Cables & Wires Limited,Proposed Long Term Facilities,Infomerics,IVR BBB- (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
DCG Cables & Wires Limited,Proposed Short Term Facilities,Infomerics,IVR A3 (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jindal Textile Industries Limited,Long Term Bank Facility,Infomerics,IVR BB+ (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jindal Textile Industries Limited,Short Term Bank Facility,Infomerics,IVR A4+ (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
FPL eAuto Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
FPL eAuto Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"March 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Deep Motors,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 5, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
CLRK Industries Private Limited,Long-term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 10, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
CLRK Industries Private Limited,Short-term Bank Facilities,Infomerics,IVR A3 (Assigned),"March 10, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sova Electrocasting Limited,Long Term Bank Facilities,Infomerics,IVR C (Assigned),"March 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Castech Auto Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (Assigned),"March 12, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Gainwell Engineering Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 17, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Gainwell Engineering Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Assigned),"March 17, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Gainwell Engineering Private Limited,Long Term/Short Term Bank Facilities,Infomerics,IVR BBB/IVR A3+; (Assigned),"March 17, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Fab Industries Private Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR A- (Assigned),"March 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Maihar Cement Pipe Industries,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"March 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Maihar Cement Pipe Industries,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"March 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Lloyds Engineering Corporation Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"March 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Lloyds Engineering Corporation Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"March 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ardee Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ardee Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"March 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Galaxy Rice Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nagata Auto Engineering India Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Vazron Industries Private Limited,Long-term Bank Facilities,Infomerics,IVR BB+ (Assigned),"March 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Vazron Industries Private Limited,Short-term Bank Facilities,Infomerics,IVR A4+ (Assigned),"March 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Integra Automation Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SNB Metal and Alloys,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SNB Metal and Alloys,Long Term Bank Facilities - Proposed,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SNB Metal and Alloys,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities - Proposed,Infomerics,IVR A4 (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
ANR Automobiles Private Limited,Long-term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
ANR Automobiles Private Limited,Short-term Bank Facilities,Infomerics,IVR A3 (Assigned),"March 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SUFALAM INDUSTRIES LIMITED,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SUFALAM INDUSTRIES LIMITED,Short Term Facilities,Infomerics,IVR A3 (Assigned),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Goyal Agro Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"April 2, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Goyal Agro Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"April 2, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sandeep Auto Lines,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sandeep Auto Lines,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Poshs Metal Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Poshs Metal Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Gaj Laxmi Castings Private Limited,Long Term Facilities,Infomerics,IVR BB (Assigned),"April 8, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Gaj Laxmi Castings Private Limited,Proposed - Cash Credit,Infomerics,IVR BB (Assigned),"April 8, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Stellar Autohaus Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 8, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Stellar Autohaus Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"April 8, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shubh Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"April 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shubh Motors Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"April 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Yashhtej Industries (India) Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 16, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Yashhtej Industries (India) Limited,Proposed Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 16, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
HMV Rice Industries,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"April 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
HMV Rice Industries,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"April 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sagar Industries,Long Term Fund Based Bank Facilities,Infomerics,IVR BB (Assigned),"April 24, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sagar Industries,Short Term Fund Based Bank Facilities,Infomerics,IVR A4 (Assigned),"April 24, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sagar Industries,Short Term Non-Fund Based Bank Facilities,Infomerics,IVR A4 (Assigned),"April 24, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
GLS Films Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"June 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
GLS Films Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"June 4, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sree Shivmaya Industries LLP,Long Term Facilities,Infomerics,IVR BB (Assigned),"April 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sree Shivmaya Industries LLP,Short Term Facilities,Infomerics,IVR A4 (Assigned),"April 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Metal Engineering and Treatment Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"April 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Metal Engineering and Treatment Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"April 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Bhat Agro Industries,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"May 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Dipesh Engineering Works,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"May 5, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Dipesh Engineering Works,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"May 5, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Dipesh Engineering Works,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BB-/IVR A4; (Assigned),"May 5, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ratusaria Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"May 8, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ratusaria Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"May 8, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SAB Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR B (Assigned),"May 9, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
SAB Motors Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"May 9, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Elec Steel Processing Industries Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"May 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Elec Steel Processing Industries Limited,Short Term Facilities,Infomerics,IVR A3 (Assigned),"May 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Elec Steel Processing Industries Limited,Proposed Short Term Facilities,Infomerics,IVR A3 (Assigned),"May 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Suyash Biofuels Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"May 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sree Krishna Rice Industries,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Kaveri Engineering Projects Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Kaveri Engineering Projects Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Real Dairy Industries Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Real Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Real Dairy Industries Private Limited,Short Term Bank Facilities - Pledge Loan,Infomerics,IVR A3 (Assigned),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Tinkas Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"May 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Tinkas Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"May 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Malnad Alloy Castings Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"May 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
JD Cables Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"June 9, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Namo Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"March 18, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
A2Z Auto Wheels Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"March 13, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Cremica Food Industries Limited (CFIL),Long Term Facilities,Infomerics,IVR BBB (Upgraded),"May 16, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Cremica Food Industries Limited (CFIL),Short Term Facilities,Infomerics,IVR A3+ (Upgraded),"May 16, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rajam Food Industries,Long Term Facilities,Infomerics,IVR BB- (Reaffirmed),"April 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ornet Transformers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"May 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ornet Transformers Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"May 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ornet Transformers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"May 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ornet Transformers Private Limited,Long Term Bank Facilities,Infomerics,Withdrawn,"May 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Tuljabhavani Paper Mills Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"May 12, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Tuljabhavani Paper Mills Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Assigned),"May 12, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Autofin Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"March 13, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Swati Industries,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Swati Industries,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nexo Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"May 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Nexo Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"May 20, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Samaro Global Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded),"May 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Samaro Global Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),"May 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Samaro Global Industries Private Limited,Proposed - Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"May 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Venkateswara Wires Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"June 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Venkateswara Wires Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"June 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Bharti Industries,Long Term Fund-based Bank Facilities - Term Loan,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Bharti Industries,Long Term Fund-based Bank Facilities - Cash Credit,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Bharti Industries,Proposed Term Loan,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Bharti Industries,Short Term Non- Fund- based Bank Facilities - Forward Contract,Infomerics,IVR A4 (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shri Tirupati Industries,Long Term Bank Facilities,Infomerics,IVR D (Downgraded),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shri Tirupati Industries,Short Term Bank Facilities,Infomerics,IVR D (Downgraded),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
