Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Quarter,Escalation_Month,Escalation_Date,HOT_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Also_In_Other_Quarter
Kirloskar Chillers Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,16.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
V U B Engiineering Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Avon Containners Pvt. Ltd.,ACUITE,Term Loan,B-,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,14.46,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Shri S M Autade Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,13.72,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
R K Infratel Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,11.56,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Exxaro Tiles Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,11.4,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Swasti Interglobe Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,11.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Shri S M Autade Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,10.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Amit Auto Wheels Pvt. Ltd.,BRICKWORK,Fund-Based,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,9.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Dewar'S Garage Ltd.,ACUITE,Fund-Based,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,9.34,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,Term Loan,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,7.67,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rohan Rajdeep Toll Roads Ltd.,CARE,Term Loan,A-,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,6.61,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
G Surgiwear Ltd.,BRICKWORK,Fund-Based,BB,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,6.57,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Bhardwaj Overseas Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,5.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Exxaro Tiles Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,4.6,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,4.01,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,3.73,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,Fund-Based,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Shri S M Autade Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,2.78,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Lake Chemicals Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,2.5,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rohan Rajdeep Toll Roads Ltd.,CARE,Term Loan,A-,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,2.3,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Dewar'S Garage Ltd.,ACUITE,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kaytee Corporation Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
R K Infratel Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,2.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Lake Chemicals Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.92,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Limitorque India Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.85,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Exxaro Tiles Ltd.,BRICKWORK,Fund-Based,BB-,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.57,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rajashree Spintex Pvt. Ltd.,BRICKWORK,Fund-Based,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.56,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kaytee Corporation Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
G Surgiwear Ltd.,BRICKWORK,Term Loan,BB,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.03,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Avon Containners Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Corpus Enterprises Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Limitorque India Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Maharashtra Electro-Mechanical Works Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rajashree Spintex Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.95,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
N G Feeds Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.54,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Exxaro Tiles Ltd.,BRICKWORK,Non-Fund-Based,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Dewar'S Garage Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.35,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rajashree Spintex Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.2,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.17,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rajashree Spintex Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.15,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.13,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Mahalaxmi Crafts & Tissues Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.13,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
H M B Ispat Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kaytee Corporation Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
N G Feeds Pvt. Ltd.,BRICKWORK,Letter of Credit,B,2026-03-24,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-24,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Bombay Super Hybrid Seeds Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,85.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Jeewan Motors Pvt. Ltd.,BRICKWORK,Fund-Based,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,65.32,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manisha Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,59.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Maa Mahamaya Alloys Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,50.71,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Ratan Buildtech Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,45.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,39.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Vipul Organics Ltd.,IND-RA,NCD/Bond,B/A4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,37.15,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manisha Projects Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,35.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Northern Sky Properties Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,25.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Jeewan Motors Pvt. Ltd.,BRICKWORK,Fund-Based,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,23.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Bombay Super Hybrid Seeds Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,20.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
S Poddar Intl. (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,20.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
K Lall Overseas Pvt. Ltd. [Merged],BRICKWORK,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,19.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Overseas Health Care Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,17.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Manisha Projects Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,14.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Geosys India Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,10.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Seemanchal Motors Pvt. Ltd.,ACUITE,Fund-Based,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,8.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Samal Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,7.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Maa Mahamaya Alloys Pvt. Ltd.,CARE,Term Loan,BB-,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,6.79,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kandoi Transport Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,6.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
